Moeda; DataCotacao; ValorCotacao
ARS; 26-09-2019; 1,618721604
ARS; 27-09-2019; 2,581324995
ARS; 30-09-2019; 2,165987968
ARS; 01-10-2019; 7,807079613
ARS; 02-10-2019; 5,26106298
ARS; 03-10-2019; 6,079837978
ARS; 04-10-2019; 6,14383769
ARS; 07-10-2019; 3,203364432
ARS; 08-10-2019; 5,832706571
ARS; 09-10-2019; 3,833413064
ARS; 10-10-2019; 2,227594852
ARS; 11-10-2019; 6,66864568
ARS; 14-10-2019; 1,037204623
ARS; 15-10-2019; 3,168893516
ARS; 16-10-2019; 2,12422967
ARS; 17-10-2019; 1,019512713
ARS; 18-10-2019; 2,612289071
ARS; 21-10-2019; 4,310583532
ARS; 22-10-2019; 3,848329544
ARS; 23-10-2019; 3,149703324
ARS; 24-10-2019; 4,064246535
ARS; 25-10-2019; 6,177123249
ARS; 28-10-2019; 2,331474066
ARS; 29-10-2019; 4,201978743
ARS; 30-10-2019; 6,152293324
ARS; 31-10-2019; 6,92836374
ARS; 01-11-2019; 1,781610012
ARS; 04-11-2019; 2,489998639
ARS; 05-11-2019; 2,122950435
ARS; 06-11-2019; 6,262242019
ARS; 07-11-2019; 1,792426348
ARS; 08-11-2019; 3,170196116
ARS; 11-11-2019; 6,69441855
ARS; 12-11-2019; 2,461656034
ARS; 13-11-2019; 6,202729225
ARS; 14-11-2019; 5,663652718
ARS; 15-11-2019; 2,79095304
ARS; 18-11-2019; 5,191339672
ARS; 19-11-2019; 5,705816984
ARS; 20-11-2019; 6,827973425
ARS; 21-11-2019; 2,027238965
ARS; 22-11-2019; 1,044737756
ARS; 25-11-2019; 4,208855152
ARS; 26-11-2019; 5,879161656
ARS; 27-11-2019; 1,94276607
ARS; 28-11-2019; 4,84088105
ARS; 29-11-2019; 4,942251444
ARS; 02-12-2019; 4,063494265
ARS; 03-12-2019; 7,98620379
ARS; 04-12-2019; 7,671261251
ARS; 05-12-2019; 5,319030762
ARS; 06-12-2019; 6,079396546
ARS; 09-12-2019; 1,249776244
ARS; 10-12-2019; 3,696705997
ARS; 11-12-2019; 7,544210196
ARS; 12-12-2019; 2,249317229
ARS; 13-12-2019; 5,953637242
ARS; 16-12-2019; 4,694253862
ARS; 17-12-2019; 2,974174023
ARS; 18-12-2019; 1,441603482
ARS; 19-12-2019; 4,68024528
ARS; 20-12-2019; 7,354029357
ARS; 23-12-2019; 7,226048708
ARS; 24-12-2019; 2,74237591
ARS; 25-12-2019; 2,358738542
ARS; 26-12-2019; 4,326117933
ARS; 27-12-2019; 6,037077904
ARS; 30-12-2019; 3,877403557
ARS; 31-12-2019; 7,999309897
ARS; 01-01-2020; 4,017440975
ARS; 02-01-2020; 7,87399745
ARS; 03-01-2020; 4,383978903
ARS; 06-01-2020; 4,177581906
ARS; 07-01-2020; 3,138630807
ARS; 08-01-2020; 7,292410374
ARS; 09-01-2020; 3,532792866
ARS; 10-01-2020; 2,268981814
ARS; 13-01-2020; 3,000905693
ARS; 14-01-2020; 6,04616189
ARS; 15-01-2020; 6,999809802
ARS; 16-01-2020; 1,433116555
ARS; 17-01-2020; 6,562944829
ARS; 20-01-2020; 7,946714401
ARS; 21-01-2020; 7,288142502
ARS; 22-01-2020; 5,34814775
ARS; 23-01-2020; 3,227763355
ARS; 24-01-2020; 1,472522497
ARS; 27-01-2020; 7,899927199
ARS; 28-01-2020; 5,695166707
ARS; 29-01-2020; 4,389587343
ARS; 30-01-2020; 7,128407955
ARS; 31-01-2020; 7,258198559
ARS; 03-02-2020; 2,392569423
ARS; 04-02-2020; 3,730728805
ARS; 05-02-2020; 7,55493474
ARS; 06-02-2020; 5,378764689
ARS; 07-02-2020; 4,580431581
ARS; 10-02-2020; 2,268460691
ARS; 11-02-2020; 5,387784004
ARS; 12-02-2020; 5,292082131
ARS; 13-02-2020; 5,354883552
ARS; 14-02-2020; 7,151891887
ARS; 17-02-2020; 5,867129087
ARS; 18-02-2020; 2,215130866
ARS; 19-02-2020; 7,252485394
ARS; 20-02-2020; 4,208842218
ARS; 21-02-2020; 1,197010517
ARS; 24-02-2020; 2,473289311
ARS; 25-02-2020; 7,484601855
ARS; 26-02-2020; 2,242717445
ARS; 27-02-2020; 5,654711008
ARS; 28-02-2020; 2,172209322
ARS; 02-03-2020; 5,921777368
ARS; 03-03-2020; 2,079384267
ARS; 04-03-2020; 1,450130463
ARS; 05-03-2020; 2,619691193
ARS; 06-03-2020; 7,828111053
ARS; 09-03-2020; 2,364045322
ARS; 10-03-2020; 5,335160971
ARS; 11-03-2020; 6,497558653
ARS; 12-03-2020; 7,345631719
ARS; 13-03-2020; 7,108114183
ARS; 16-03-2020; 3,96306181
ARS; 17-03-2020; 1,783533871
ARS; 18-03-2020; 7,728672862
ARS; 19-03-2020; 6,986090362
ARS; 20-03-2020; 2,997834444
ARS; 23-03-2020; 3,423112452
ARS; 24-03-2020; 1,328247666
ARS; 25-03-2020; 4,382434309
ARS; 26-03-2020; 7,973597527
ARS; 27-03-2020; 5,751438439
ARS; 30-03-2020; 7,326424003
ARS; 31-03-2020; 5,188442409
ARS; 01-04-2020; 6,903961897
ARS; 02-04-2020; 6,665179312
ARS; 03-04-2020; 6,22069943
ARS; 06-04-2020; 5,349121988
ARS; 07-04-2020; 3,641405582
ARS; 08-04-2020; 5,54440099
ARS; 09-04-2020; 2,058376193
ARS; 10-04-2020; 7,160066307
ARS; 13-04-2020; 3,986648798
ARS; 14-04-2020; 2,924442828
ARS; 15-04-2020; 2,420936227
ARS; 16-04-2020; 2,314329565
ARS; 17-04-2020; 3,548028946
ARS; 20-04-2020; 1,917792618
ARS; 21-04-2020; 7,158416152
ARS; 22-04-2020; 5,699301898
ARS; 23-04-2020; 5,350875616
ARS; 24-04-2020; 4,385961592
ARS; 27-04-2020; 5,873782277
ARS; 28-04-2020; 6,943584383
ARS; 29-04-2020; 4,196885586
ARS; 30-04-2020; 1,861359417
ARS; 01-05-2020; 5,157305598
ARS; 04-05-2020; 7,713864028
ARS; 05-05-2020; 7,77349782
ARS; 06-05-2020; 3,219169199
ARS; 07-05-2020; 1,570936799
ARS; 08-05-2020; 4,761788785
ARS; 11-05-2020; 3,513268471
ARS; 12-05-2020; 1,099222481
ARS; 13-05-2020; 5,382681251
ARS; 14-05-2020; 2,72084254
ARS; 15-05-2020; 4,203245878
ARS; 18-05-2020; 3,077874243
ARS; 19-05-2020; 3,050974011
ARS; 20-05-2020; 7,653220117
ARS; 21-05-2020; 4,34434557
ARS; 22-05-2020; 1,589877903
ARS; 25-05-2020; 5,459054828
ARS; 26-05-2020; 1,346702278
ARS; 27-05-2020; 1,26072526
ARS; 28-05-2020; 1,600260317
ARS; 29-05-2020; 6,899343133
ARS; 01-06-2020; 1,361530721
ARS; 02-06-2020; 3,959159851
ARS; 03-06-2020; 1,026196778
ARS; 04-06-2020; 1,807813048
ARS; 05-06-2020; 3,827283084
ARS; 08-06-2020; 1,738416433
ARS; 09-06-2020; 7,908886015
ARS; 10-06-2020; 3,248368382
ARS; 11-06-2020; 4,989747941
ARS; 12-06-2020; 4,548629284
ARS; 15-06-2020; 3,335425198
ARS; 16-06-2020; 7,147217631
ARS; 17-06-2020; 3,507799804
ARS; 18-06-2020; 1,100674868
ARS; 19-06-2020; 4,110684931
ARS; 22-06-2020; 7,277248979
ARS; 23-06-2020; 4,500274122
ARS; 24-06-2020; 2,725546837
ARS; 25-06-2020; 1,179184258
ARS; 26-06-2020; 4,992405295
ARS; 29-06-2020; 4,342842281
ARS; 30-06-2020; 4,983731031
ARS; 01-07-2020; 4,796965659
ARS; 02-07-2020; 6,71205914
ARS; 03-07-2020; 5,214886606
ARS; 06-07-2020; 7,024580479
ARS; 07-07-2020; 7,453470051
ARS; 08-07-2020; 2,155387759
ARS; 09-07-2020; 3,396375358
ARS; 10-07-2020; 4,695690393
ARS; 13-07-2020; 4,543411791
ARS; 14-07-2020; 7,325748086
ARS; 15-07-2020; 7,314737737
ARS; 16-07-2020; 6,402273178
ARS; 17-07-2020; 2,788653672
ARS; 20-07-2020; 4,245051742
ARS; 21-07-2020; 1,34173888
ARS; 22-07-2020; 1,716533422
ARS; 23-07-2020; 2,410081923
ARS; 24-07-2020; 1,438140035
ARS; 27-07-2020; 2,34035486
ARS; 28-07-2020; 1,737042904
ARS; 29-07-2020; 2,049481213
ARS; 30-07-2020; 5,167158961
ARS; 31-07-2020; 5,961647689
ARS; 03-08-2020; 4,198115587
ARS; 04-08-2020; 5,441409647
ARS; 05-08-2020; 6,415934205
ARS; 06-08-2020; 4,691640317
ARS; 07-08-2020; 2,329182625
ARS; 10-08-2020; 1,835073769
ARS; 11-08-2020; 4,624346137
ARS; 12-08-2020; 7,648191631
ARS; 13-08-2020; 2,464167356
ARS; 14-08-2020; 4,166203558
ARS; 17-08-2020; 5,172704816
ARS; 18-08-2020; 6,127871454
ARS; 19-08-2020; 1,40086031
ARS; 20-08-2020; 4,978927433
ARS; 21-08-2020; 4,616124988
ARS; 24-08-2020; 3,902835548
ARS; 25-08-2020; 7,510294199
ARS; 26-08-2020; 4,09764725
ARS; 27-08-2020; 5,668901086
ARS; 28-08-2020; 7,267700613
ARS; 31-08-2020; 7,596118927
ARS; 01-09-2020; 3,0489133
ARS; 02-09-2020; 5,938882232
ARS; 03-09-2020; 2,836419284
ARS; 04-09-2020; 5,503976583
ARS; 07-09-2020; 1,233299315
ARS; 08-09-2020; 2,411847234
ARS; 09-09-2020; 7,089155138
ARS; 10-09-2020; 6,480876446
ARS; 11-09-2020; 7,847277462
ARS; 14-09-2020; 4,685879588
ARS; 15-09-2020; 5,669157684
ARS; 16-09-2020; 3,284569979
ARS; 17-09-2020; 6,555093348
ARS; 18-09-2020; 7,955742478
ARS; 21-09-2020; 6,429637372
ARS; 22-09-2020; 6,042925835
ARS; 23-09-2020; 5,910641015
ARS; 24-09-2020; 2,747253776
ARS; 25-09-2020; 3,23064059
ARS; 28-09-2020; 3,863304853
ARS; 29-09-2020; 7,529337943
ARS; 30-09-2020; 7,401661038
ARS; 01-10-2020; 4,485924661
ARS; 02-10-2020; 5,191935062
ARS; 05-10-2020; 4,01000005
ARS; 06-10-2020; 4,310016513
ARS; 07-10-2020; 7,459832847
ARS; 08-10-2020; 2,923286676
ARS; 09-10-2020; 6,606716692
ARS; 12-10-2020; 3,897552133
ARS; 13-10-2020; 2,314169347
ARS; 14-10-2020; 4,259447098
ARS; 15-10-2020; 4,650725663
ARS; 16-10-2020; 5,358054519
ARS; 19-10-2020; 5,905074298
ARS; 20-10-2020; 6,319495916
ARS; 21-10-2020; 3,722288191
ARS; 22-10-2020; 1,13823998
ARS; 23-10-2020; 6,329898775
ARS; 26-10-2020; 1,49887991
ARS; 27-10-2020; 2,572563946
ARS; 28-10-2020; 4,172129512
ARS; 29-10-2020; 7,224079788
ARS; 30-10-2020; 5,578788042
ARS; 03-01-2000; 1,865511298
ARS; 04-01-2000; 3,127821147
ARS; 05-01-2000; 5,415903807
ARS; 06-01-2000; 6,139119208
ARS; 07-01-2000; 1,769582868
ARS; 10-01-2000; 1,790362298
ARS; 11-01-2000; 2,054012775
ARS; 12-01-2000; 5,097595036
ARS; 13-01-2000; 5,02574718
ARS; 14-01-2000; 7,377093971
ARS; 17-01-2000; 3,97814393
ARS; 18-01-2000; 1,022223055
ARS; 19-01-2000; 6,910798669
ARS; 20-01-2000; 6,495132864
ARS; 21-01-2000; 1,054447174
ARS; 24-01-2000; 7,252053559
ARS; 25-01-2000; 4,595086455
ARS; 26-01-2000; 1,070931613
ARS; 27-01-2000; 7,191064596
ARS; 28-01-2000; 7,000160277
ARS; 31-01-2000; 1,626889348
ARS; 01-02-2000; 1,897153795
ARS; 02-02-2000; 2,697505474
ARS; 03-02-2000; 7,275515378
ARS; 04-02-2000; 7,166790843
ARS; 07-02-2000; 2,929548919
ARS; 08-02-2000; 4,394021273
ARS; 09-02-2000; 3,554864466
ARS; 10-02-2000; 1,972054124
ARS; 11-02-2000; 6,333827436
ARS; 14-02-2000; 4,470980644
ARS; 15-02-2000; 2,204601586
ARS; 16-02-2000; 4,130997062
ARS; 17-02-2000; 7,282535732
ARS; 18-02-2000; 2,098244429
ARS; 21-02-2000; 2,652644217
ARS; 22-02-2000; 3,547367215
ARS; 23-02-2000; 1,501931131
ARS; 24-02-2000; 1,784540653
ARS; 25-02-2000; 2,310308278
ARS; 28-02-2000; 3,17471683
ARS; 29-02-2000; 1,568856895
ARS; 01-03-2000; 6,486839533
ARS; 02-03-2000; 3,244183123
ARS; 03-03-2000; 6,000777841
ARS; 06-03-2000; 5,957617223
ARS; 07-03-2000; 5,46972847
ARS; 08-03-2000; 6,598006546
ARS; 09-03-2000; 3,781836867
ARS; 10-03-2000; 4,836852252
ARS; 13-03-2000; 5,914787054
ARS; 14-03-2000; 1,764539778
ARS; 15-03-2000; 2,527110219
ARS; 16-03-2000; 1,616413057
ARS; 17-03-2000; 3,279962063
ARS; 20-03-2000; 6,307442486
ARS; 21-03-2000; 7,733118892
ARS; 22-03-2000; 1,244236648
ARS; 23-03-2000; 2,408942461
ARS; 24-03-2000; 2,633147776
ARS; 27-03-2000; 4,368063569
ARS; 28-03-2000; 7,253220975
ARS; 29-03-2000; 5,390534401
ARS; 30-03-2000; 2,412737191
ARS; 31-03-2000; 1,606199622
ARS; 03-04-2000; 6,558099926
ARS; 04-04-2000; 1,168036222
ARS; 05-04-2000; 7,753815711
ARS; 06-04-2000; 2,31221211
ARS; 07-04-2000; 5,002318323
ARS; 10-04-2000; 5,898613453
ARS; 11-04-2000; 2,122386754
ARS; 12-04-2000; 2,275590777
ARS; 13-04-2000; 1,654906929
ARS; 14-04-2000; 7,062673807
ARS; 17-04-2000; 6,014727175
ARS; 18-04-2000; 5,195005059
ARS; 19-04-2000; 6,857357442
ARS; 20-04-2000; 7,323242188
ARS; 21-04-2000; 1,379262269
ARS; 24-04-2000; 4,412679076
ARS; 25-04-2000; 6,020497501
ARS; 26-04-2000; 7,135335684
ARS; 27-04-2000; 4,788440764
ARS; 28-04-2000; 1,398766637
ARS; 01-05-2000; 2,171365678
ARS; 02-05-2000; 3,105338573
ARS; 03-05-2000; 2,360609829
ARS; 04-05-2000; 4,985726237
ARS; 05-05-2000; 4,250086486
ARS; 08-05-2000; 2,100377321
ARS; 09-05-2000; 5,43189007
ARS; 10-05-2000; 4,352696061
ARS; 11-05-2000; 3,156745374
ARS; 12-05-2000; 2,10769558
ARS; 15-05-2000; 2,97805053
ARS; 16-05-2000; 6,759868979
ARS; 17-05-2000; 5,548263729
ARS; 18-05-2000; 2,844029188
ARS; 19-05-2000; 6,786383688
ARS; 22-05-2000; 7,032867551
ARS; 23-05-2000; 6,385273874
ARS; 24-05-2000; 4,114981174
ARS; 25-05-2000; 7,377580464
ARS; 26-05-2000; 7,797119021
ARS; 29-05-2000; 5,228994071
ARS; 30-05-2000; 5,924396753
ARS; 31-05-2000; 1,677605212
ARS; 01-06-2000; 6,462230325
ARS; 02-06-2000; 3,288103521
ARS; 05-06-2000; 3,333738327
ARS; 06-06-2000; 1,439570725
ARS; 07-06-2000; 4,956363082
ARS; 08-06-2000; 2,215617359
ARS; 09-06-2000; 4,071460485
ARS; 12-06-2000; 1,415613234
ARS; 13-06-2000; 7,210608602
ARS; 14-06-2000; 4,655761659
ARS; 15-06-2000; 5,892385006
ARS; 16-06-2000; 5,278767407
ARS; 19-06-2000; 4,39336288
ARS; 20-06-2000; 2,540848434
ARS; 21-06-2000; 3,687075853
ARS; 22-06-2000; 4,294841349
ARS; 23-06-2000; 3,8947016
ARS; 26-06-2000; 2,138150632
ARS; 27-06-2000; 5,34121418
ARS; 28-06-2000; 6,744291604
ARS; 29-06-2000; 4,060755134
ARS; 30-06-2000; 1,846777141
ARS; 03-07-2000; 7,344973326
ARS; 04-07-2000; 6,094098151
ARS; 05-07-2000; 5,678083539
ARS; 06-07-2000; 6,744547784
ARS; 07-07-2000; 7,152393818
ARS; 10-07-2000; 6,919639409
ARS; 11-07-2000; 4,208051562
ARS; 12-07-2000; 2,884868324
ARS; 13-07-2000; 3,290758371
ARS; 14-07-2000; 3,576567233
ARS; 17-07-2000; 4,771203637
ARS; 18-07-2000; 3,343605459
ARS; 19-07-2000; 4,219966888
ARS; 20-07-2000; 2,622681916
ARS; 21-07-2000; 3,881638885
ARS; 24-07-2000; 5,015961826
ARS; 25-07-2000; 3,941911459
ARS; 26-07-2000; 4,989807189
ARS; 27-07-2000; 7,931386113
ARS; 28-07-2000; 3,163350999
ARS; 31-07-2000; 1,35985136
ARS; 01-08-2000; 3,905665219
ARS; 02-08-2000; 4,424778819
ARS; 03-08-2000; 7,710272491
ARS; 04-08-2000; 7,387788057
ARS; 07-08-2000; 5,565751612
ARS; 08-08-2000; 4,962830186
ARS; 09-08-2000; 5,29118675
ARS; 10-08-2000; 4,809840202
ARS; 11-08-2000; 2,555210412
ARS; 14-08-2000; 5,977608085
ARS; 15-08-2000; 7,047390163
ARS; 16-08-2000; 7,889618635
ARS; 17-08-2000; 5,020709097
ARS; 18-08-2000; 7,216610074
ARS; 21-08-2000; 7,173890054
ARS; 22-08-2000; 4,729601383
ARS; 23-08-2000; 3,592313588
ARS; 24-08-2000; 3,9771384
ARS; 25-08-2000; 6,216279685
ARS; 28-08-2000; 6,380508661
ARS; 29-08-2000; 4,055363238
ARS; 30-08-2000; 2,090674996
ARS; 31-08-2000; 1,117613256
ARS; 01-09-2000; 6,700677872
ARS; 04-09-2000; 7,772345841
ARS; 05-09-2000; 6,657256484
ARS; 06-09-2000; 5,015280902
ARS; 07-09-2000; 6,965438604
ARS; 08-09-2000; 7,854772627
ARS; 11-09-2000; 5,529849172
ARS; 12-09-2000; 5,787883699
ARS; 13-09-2000; 7,226487637
ARS; 14-09-2000; 1,085053265
ARS; 15-09-2000; 3,548724055
ARS; 18-09-2000; 3,352108657
ARS; 19-09-2000; 6,421263933
ARS; 20-09-2000; 1,58837086
ARS; 21-09-2000; 2,525831819
ARS; 22-09-2000; 6,709603727
ARS; 25-09-2000; 4,232323647
ARS; 26-09-2000; 7,254556954
ARS; 27-09-2000; 3,979177833
ARS; 28-09-2000; 4,743852794
ARS; 29-09-2000; 4,696715117
ARS; 02-10-2000; 2,909966528
ARS; 03-10-2000; 6,617197156
ARS; 04-10-2000; 1,767050683
ARS; 05-10-2000; 7,56535387
ARS; 06-10-2000; 7,239353001
ARS; 09-10-2000; 5,573129535
ARS; 10-10-2000; 5,816978157
ARS; 11-10-2000; 1,412397623
ARS; 12-10-2000; 2,457743227
ARS; 13-10-2000; 7,389394403
ARS; 16-10-2000; 4,703876913
ARS; 17-10-2000; 7,494621277
ARS; 18-10-2000; 5,7323125
ARS; 19-10-2000; 4,75196588
ARS; 20-10-2000; 6,807324588
ARS; 23-10-2000; 6,360791922
ARS; 24-10-2000; 2,354259551
ARS; 25-10-2000; 1,974747777
ARS; 26-10-2000; 6,623109758
ARS; 27-10-2000; 6,211043835
ARS; 30-10-2000; 6,660681546
ARS; 31-10-2000; 7,233948588
ARS; 01-11-2000; 1,060106933
ARS; 02-11-2000; 1,006253481
ARS; 03-11-2000; 5,706449091
ARS; 06-11-2000; 5,552456498
ARS; 07-11-2000; 7,487151563
ARS; 08-11-2000; 7,327414513
ARS; 09-11-2000; 2,686081231
ARS; 10-11-2000; 3,534214377
ARS; 13-11-2000; 6,529915035
ARS; 14-11-2000; 4,98501277
ARS; 15-11-2000; 6,105620444
ARS; 16-11-2000; 5,848594785
ARS; 17-11-2000; 5,617779672
ARS; 20-11-2000; 5,378401279
ARS; 21-11-2000; 6,704507649
ARS; 22-11-2000; 7,464774966
ARS; 23-11-2000; 6,280713737
ARS; 24-11-2000; 2,605175257
ARS; 27-11-2000; 5,127457201
ARS; 28-11-2000; 1,636111856
ARS; 29-11-2000; 1,196146429
ARS; 30-11-2000; 3,320547104
ARS; 01-12-2000; 6,346331894
ARS; 04-12-2000; 3,634517074
ARS; 05-12-2000; 7,985842884
ARS; 06-12-2000; 2,346721411
ARS; 07-12-2000; 1,832017958
ARS; 08-12-2000; 6,234831929
ARS; 11-12-2000; 6,762779176
ARS; 12-12-2000; 2,032269955
ARS; 13-12-2000; 2,476300061
ARS; 14-12-2000; 6,949202418
ARS; 15-12-2000; 5,428017318
ARS; 18-12-2000; 5,361506701
ARS; 19-12-2000; 3,263736308
ARS; 20-12-2000; 2,011454225
ARS; 21-12-2000; 1,717580259
ARS; 22-12-2000; 3,813862801
ARS; 25-12-2000; 5,693533242
ARS; 26-12-2000; 3,111467719
ARS; 27-12-2000; 2,999326885
ARS; 28-12-2000; 1,973261595
ARS; 29-12-2000; 6,951420844
ARS; 01-01-2001; 6,87955296
ARS; 02-01-2001; 5,81982702
ARS; 03-01-2001; 1,88749361
ARS; 04-01-2001; 4,831527531
ARS; 05-01-2001; 1,120824695
ARS; 08-01-2001; 5,201236427
ARS; 09-01-2001; 3,177591562
ARS; 10-01-2001; 4,40825516
ARS; 11-01-2001; 7,799577355
ARS; 12-01-2001; 5,688171804
ARS; 15-01-2001; 4,897205353
ARS; 16-01-2001; 5,458154023
ARS; 17-01-2001; 1,773660064
ARS; 18-01-2001; 6,144585788
ARS; 19-01-2001; 2,141977072
ARS; 22-01-2001; 5,63179785
ARS; 23-01-2001; 6,278851628
ARS; 24-01-2001; 7,300641954
ARS; 25-01-2001; 5,408915997
ARS; 26-01-2001; 5,37565881
ARS; 29-01-2001; 1,163235545
ARS; 30-01-2001; 7,049589813
ARS; 31-01-2001; 5,705773592
ARS; 01-02-2001; 7,603982508
ARS; 02-02-2001; 7,871574998
ARS; 05-02-2001; 4,494639814
ARS; 06-02-2001; 4,41041851
ARS; 07-02-2001; 5,120662987
ARS; 08-02-2001; 1,179687858
ARS; 09-02-2001; 5,745838344
ARS; 12-02-2001; 2,880211592
ARS; 13-02-2001; 4,791117728
ARS; 14-02-2001; 4,678821683
ARS; 15-02-2001; 3,466942728
ARS; 16-02-2001; 7,811380863
ARS; 19-02-2001; 4,464162648
ARS; 20-02-2001; 6,01002872
ARS; 21-02-2001; 7,172296226
ARS; 22-02-2001; 3,34839654
ARS; 23-02-2001; 6,643887103
ARS; 26-02-2001; 6,848540902
ARS; 27-02-2001; 5,273703039
ARS; 28-02-2001; 1,943346024
ARS; 01-03-2001; 5,911528885
ARS; 02-03-2001; 4,638144851
ARS; 05-03-2001; 5,877303302
ARS; 06-03-2001; 5,965308905
ARS; 07-03-2001; 6,097349226
ARS; 08-03-2001; 4,075556874
ARS; 09-03-2001; 2,330448091
ARS; 12-03-2001; 6,05973196
ARS; 13-03-2001; 4,202507794
ARS; 14-03-2001; 2,344797969
ARS; 15-03-2001; 3,518574417
ARS; 16-03-2001; 2,257804155
ARS; 19-03-2001; 4,070937693
ARS; 20-03-2001; 4,101568818
ARS; 21-03-2001; 2,912080228
ARS; 22-03-2001; 5,835831642
ARS; 23-03-2001; 3,811220467
ARS; 26-03-2001; 3,207624793
ARS; 27-03-2001; 5,363199413
ARS; 28-03-2001; 7,924612761
ARS; 29-03-2001; 5,968461096
ARS; 30-03-2001; 1,215150952
ARS; 02-04-2001; 6,652876794
ARS; 03-04-2001; 5,868813038
ARS; 04-04-2001; 1,446162999
ARS; 05-04-2001; 6,601137042
ARS; 06-04-2001; 2,787643135
ARS; 09-04-2001; 3,336340189
ARS; 10-04-2001; 4,17810303
ARS; 11-04-2001; 7,751752496
ARS; 12-04-2001; 1,046490133
ARS; 13-04-2001; 5,177719116
ARS; 16-04-2001; 3,550206482
ARS; 17-04-2001; 3,696721435
ARS; 18-04-2001; 4,777745426
ARS; 19-04-2001; 7,035466909
ARS; 20-04-2001; 2,572422087
ARS; 23-04-2001; 1,593697667
ARS; 24-04-2001; 6,945947587
ARS; 25-04-2001; 7,703467846
ARS; 26-04-2001; 1,800597012
ARS; 27-04-2001; 1,962639689
ARS; 30-04-2001; 6,42872113
ARS; 01-05-2001; 2,236348391
ARS; 02-05-2001; 6,008351862
ARS; 03-05-2001; 6,670185685
ARS; 04-05-2001; 5,063651502
ARS; 07-05-2001; 4,808852196
ARS; 08-05-2001; 4,608955681
ARS; 09-05-2001; 7,664028525
ARS; 10-05-2001; 6,445160091
ARS; 11-05-2001; 3,325215101
ARS; 14-05-2001; 2,827200949
ARS; 15-05-2001; 5,457290769
ARS; 16-05-2001; 2,47137922
ARS; 17-05-2001; 6,778540134
ARS; 18-05-2001; 5,621278584
ARS; 21-05-2001; 1,362899661
ARS; 22-05-2001; 3,641027153
ARS; 23-05-2001; 3,36017251
ARS; 24-05-2001; 3,354652941
ARS; 25-05-2001; 5,477962136
ARS; 28-05-2001; 1,100283086
ARS; 29-05-2001; 4,319074631
ARS; 30-05-2001; 1,217936814
ARS; 31-05-2001; 4,418139815
ARS; 01-06-2001; 7,439662158
ARS; 04-06-2001; 5,571201086
ARS; 05-06-2001; 1,400766432
ARS; 06-06-2001; 7,802024007
ARS; 07-06-2001; 1,240890443
ARS; 08-06-2001; 7,058873653
ARS; 11-06-2001; 1,013676465
ARS; 12-06-2001; 5,485510707
ARS; 13-06-2001; 6,373779953
ARS; 14-06-2001; 5,860156298
ARS; 15-06-2001; 5,759975016
ARS; 18-06-2001; 3,546175599
ARS; 19-06-2001; 5,043103635
ARS; 20-06-2001; 5,048230171
ARS; 21-06-2001; 3,35761863
ARS; 22-06-2001; 6,017649055
ARS; 25-06-2001; 6,585470378
ARS; 26-06-2001; 3,300768614
ARS; 27-06-2001; 1,711087286
ARS; 28-06-2001; 5,373991132
ARS; 29-06-2001; 6,016200006
ARS; 02-07-2001; 7,259312153
ARS; 03-07-2001; 5,833259404
ARS; 04-07-2001; 2,764066577
ARS; 05-07-2001; 7,32619828
ARS; 06-07-2001; 3,638643503
ARS; 09-07-2001; 3,517286837
ARS; 10-07-2001; 1,995919824
ARS; 11-07-2001; 6,528831899
ARS; 12-07-2001; 3,086162567
ARS; 13-07-2001; 1,75846988
ARS; 16-07-2001; 5,271149993
ARS; 17-07-2001; 4,456803501
ARS; 18-07-2001; 1,791261435
ARS; 19-07-2001; 1,926132262
ARS; 20-07-2001; 3,669285893
ARS; 23-07-2001; 7,309026659
ARS; 24-07-2001; 7,844699383
ARS; 25-07-2001; 4,685496151
ARS; 26-07-2001; 4,382161021
ARS; 27-07-2001; 7,947500885
ARS; 30-07-2001; 6,347977877
ARS; 31-07-2001; 2,669557154
ARS; 01-08-2001; 3,69828856
ARS; 02-08-2001; 3,944186628
ARS; 03-08-2001; 3,272715569
ARS; 06-08-2001; 2,900959313
ARS; 07-08-2001; 3,737236381
ARS; 08-08-2001; 3,377880275
ARS; 09-08-2001; 1,070023298
ARS; 10-08-2001; 1,963870108
ARS; 13-08-2001; 2,934002042
ARS; 14-08-2001; 4,381089151
ARS; 15-08-2001; 4,029879093
ARS; 16-08-2001; 4,925855458
ARS; 17-08-2001; 2,27338779
ARS; 20-08-2001; 4,436906517
ARS; 21-08-2001; 4,390503168
ARS; 22-08-2001; 4,009754717
ARS; 23-08-2001; 6,274375558
ARS; 24-08-2001; 4,425886571
ARS; 27-08-2001; 5,197732925
ARS; 28-08-2001; 1,01555568
ARS; 29-08-2001; 4,724501967
ARS; 30-08-2001; 7,422919452
ARS; 31-08-2001; 2,914397955
ARS; 03-09-2001; 3,492269576
ARS; 04-09-2001; 5,164233327
ARS; 05-09-2001; 5,244106233
ARS; 06-09-2001; 6,779695034
ARS; 07-09-2001; 1,659806073
ARS; 10-09-2001; 4,121340632
ARS; 11-09-2001; 1,743633926
ARS; 12-09-2001; 3,918563128
ARS; 13-09-2001; 3,080848277
ARS; 14-09-2001; 2,095274568
ARS; 17-09-2001; 2,86065048
ARS; 18-09-2001; 3,201058388
ARS; 19-09-2001; 6,08272773
